"Step","[No Pretraining]SafeLTAPPO-JSQDiscreteActor_N2S3_TRAIN_20230726-130159 - rollout_summary/mean_backlog","[No Pretraining]SafeLTAPPO-JSQDiscreteActor_N2S3_TRAIN_20230726-130159 - rollout_summary/mean_backlog__MIN","[No Pretraining]SafeLTAPPO-JSQDiscreteActor_N2S3_TRAIN_20230726-130159 - rollout_summary/mean_backlog__MAX"
"318528","1.669921875","1.669921875","1.669921875"
"319081","1.591796875","1.591796875","1.591796875"
"319634","1.666015625","1.666015625","1.666015625"
"320187","1.572265625","1.572265625","1.572265625"
"320740","1.669921875","1.669921875","1.669921875"
"321293","1.599609375","1.599609375","1.599609375"
"321846","1.697265625","1.697265625","1.697265625"
"322399","1.69921875","1.69921875","1.69921875"
"322952","1.685546875","1.685546875","1.685546875"
"323505","1.685546875","1.685546875","1.685546875"
"324058","1.60546875","1.60546875","1.60546875"
"324611","1.751953125","1.751953125","1.751953125"
"325164","1.609375","1.609375","1.609375"
"325717","1.71484375","1.71484375","1.71484375"
"326270","1.5625","1.5625","1.5625"
"326823","1.546875","1.546875","1.546875"
"327376","1.681640625","1.681640625","1.681640625"
"327929","1.646484375","1.646484375","1.646484375"
"328482","1.609375","1.609375","1.609375"
"329035","1.580078125","1.580078125","1.580078125"
"329588","1.509765625","1.509765625","1.509765625"
"330141","1.685546875","1.685546875","1.685546875"
"330694","1.556640625","1.556640625","1.556640625"
"331247","1.58203125","1.58203125","1.58203125"
"331800","1.662109375","1.662109375","1.662109375"
"332353","1.53515625","1.53515625","1.53515625"
"332906","1.564453125","1.564453125","1.564453125"
"333459","1.69921875","1.69921875","1.69921875"
"334012","1.447265625","1.447265625","1.447265625"
"334565","1.55859375","1.55859375","1.55859375"
"335118","1.8515625","1.8515625","1.8515625"
"335671","1.7890625","1.7890625","1.7890625"
"336224","1.609375","1.609375","1.609375"
"336777","1.703125","1.703125","1.703125"
"337330","1.708984375","1.708984375","1.708984375"
"337883","1.69140625","1.69140625","1.69140625"
"338436","1.578125","1.578125","1.578125"
"338989","1.68359375","1.68359375","1.68359375"
"339542","1.548828125","1.548828125","1.548828125"
"340095","1.689453125","1.689453125","1.689453125"
"340648","1.76953125","1.76953125","1.76953125"
"341201","1.80859375","1.80859375","1.80859375"
"341754","1.685546875","1.685546875","1.685546875"
"342307","1.662109375","1.662109375","1.662109375"
"342860","1.6796875","1.6796875","1.6796875"
"343413","1.638671875","1.638671875","1.638671875"
"343966","1.572265625","1.572265625","1.572265625"
"344519","1.845703125","1.845703125","1.845703125"
"345072","1.619140625","1.619140625","1.619140625"
"345625","1.7421875","1.7421875","1.7421875"
"346178","1.533203125","1.533203125","1.533203125"
"346731","1.71484375","1.71484375","1.71484375"
"347284","1.82421875","1.82421875","1.82421875"
"347837","1.67578125","1.67578125","1.67578125"
"348390","1.51953125","1.51953125","1.51953125"
"348943","1.61328125","1.61328125","1.61328125"
"349496","1.619140625","1.619140625","1.619140625"
"350049","1.59375","1.59375","1.59375"
"350602","1.63671875","1.63671875","1.63671875"
"351155","1.6015625","1.6015625","1.6015625"
"351708","1.732421875","1.732421875","1.732421875"
"352261","1.55859375","1.55859375","1.55859375"
"352814","1.4921875","1.4921875","1.4921875"
"353367","1.623046875","1.623046875","1.623046875"
"353920","1.583984375","1.583984375","1.583984375"
"354473","1.666015625","1.666015625","1.666015625"
"355026","1.744140625","1.744140625","1.744140625"
"355579","1.521484375","1.521484375","1.521484375"
"356132","1.65625","1.65625","1.65625"
"356685","1.6328125","1.6328125","1.6328125"
"357238","1.630859375","1.630859375","1.630859375"
"357791","1.58203125","1.58203125","1.58203125"
"358344","1.54296875","1.54296875","1.54296875"
"358897","1.6015625","1.6015625","1.6015625"
"359450","1.552734375","1.552734375","1.552734375"
"360003","1.73828125","1.73828125","1.73828125"
"360556","1.61328125","1.61328125","1.61328125"
"361109","1.65625","1.65625","1.65625"
"361662","1.765625","1.765625","1.765625"
"362215","1.771484375","1.771484375","1.771484375"
"362768","1.60546875","1.60546875","1.60546875"
"363321","1.71484375","1.71484375","1.71484375"
"363874","1.775390625","1.775390625","1.775390625"
"364427","1.69140625","1.69140625","1.69140625"
"364980","1.576171875","1.576171875","1.576171875"
"365533","1.587890625","1.587890625","1.587890625"
"366086","1.66015625","1.66015625","1.66015625"
"366639","1.642578125","1.642578125","1.642578125"
"367192","1.6796875","1.6796875","1.6796875"
"367745","1.5","1.5","1.5"
"368298","1.638671875","1.638671875","1.638671875"
"368851","1.529296875","1.529296875","1.529296875"
"369404","1.611328125","1.611328125","1.611328125"
"369957","1.685546875","1.685546875","1.685546875"
"370510","1.609375","1.609375","1.609375"
"371063","1.5859375","1.5859375","1.5859375"
"371616","1.623046875","1.623046875","1.623046875"
"372169","1.61328125","1.61328125","1.61328125"
"372722","1.625","1.625","1.625"
"373275","1.62109375","1.62109375","1.62109375"
"373828","1.62890625","1.62890625","1.62890625"
"374381","1.537109375","1.537109375","1.537109375"
"374934","1.62890625","1.62890625","1.62890625"
"375487","1.583984375","1.583984375","1.583984375"
"376040","1.591796875","1.591796875","1.591796875"
"376593","1.779296875","1.779296875","1.779296875"
"377146","1.470703125","1.470703125","1.470703125"
"377699","1.822265625","1.822265625","1.822265625"
"378252","1.69921875","1.69921875","1.69921875"
"378805","1.56640625","1.56640625","1.56640625"
"379358","1.7421875","1.7421875","1.7421875"
"379911","1.68359375","1.68359375","1.68359375"
"380464","1.673828125","1.673828125","1.673828125"
"381017","1.76953125","1.76953125","1.76953125"
"381570","1.69921875","1.69921875","1.69921875"
"382123","1.62109375","1.62109375","1.62109375"
"382676","1.732421875","1.732421875","1.732421875"
"383229","1.56640625","1.56640625","1.56640625"
"383782","1.720703125","1.720703125","1.720703125"
"384335","1.646484375","1.646484375","1.646484375"
"384888","1.595703125","1.595703125","1.595703125"
"385441","1.587890625","1.587890625","1.587890625"
"385994","1.517578125","1.517578125","1.517578125"
"386547","1.669921875","1.669921875","1.669921875"
"387100","1.640625","1.640625","1.640625"
"387653","1.615234375","1.615234375","1.615234375"
"388206","1.693359375","1.693359375","1.693359375"
"388759","1.4453125","1.4453125","1.4453125"
"389312","1.625","1.625","1.625"
"389865","1.62890625","1.62890625","1.62890625"
"390418","1.787109375","1.787109375","1.787109375"
"390971","1.71875","1.71875","1.71875"
"391524","1.611328125","1.611328125","1.611328125"
"392077","1.841796875","1.841796875","1.841796875"
"392630","1.66015625","1.66015625","1.66015625"
"393183","1.56640625","1.56640625","1.56640625"
"393736","1.77734375","1.77734375","1.77734375"
"394289","1.814453125","1.814453125","1.814453125"
"394842","1.578125","1.578125","1.578125"
"395395","1.703125","1.703125","1.703125"
"395948","1.865234375","1.865234375","1.865234375"
"396501","1.615234375","1.615234375","1.615234375"
"397054","1.734375","1.734375","1.734375"
"397607","1.65625","1.65625","1.65625"
"398160","1.556640625","1.556640625","1.556640625"
"398713","1.701171875","1.701171875","1.701171875"
"399266","1.5625","1.5625","1.5625"
"399819","1.556640625","1.556640625","1.556640625"
"400372","1.82421875","1.82421875","1.82421875"
"400925","1.62890625","1.62890625","1.62890625"
"401478","1.603515625","1.603515625","1.603515625"
"402031","1.728515625","1.728515625","1.728515625"
"402584","1.693359375","1.693359375","1.693359375"
"403137","1.630859375","1.630859375","1.630859375"
"403690","1.548828125","1.548828125","1.548828125"
"404243","1.69921875","1.69921875","1.69921875"
"404796","1.84375","1.84375","1.84375"
"405349","1.552734375","1.552734375","1.552734375"
"405902","1.673828125","1.673828125","1.673828125"
"406455","1.708984375","1.708984375","1.708984375"
"407008","1.67578125","1.67578125","1.67578125"
"407561","1.634765625","1.634765625","1.634765625"
"408114","1.541015625","1.541015625","1.541015625"
"408667","1.904296875","1.904296875","1.904296875"
"409220","1.69921875","1.69921875","1.69921875"
"409773","1.732421875","1.732421875","1.732421875"
"410326","1.779296875","1.779296875","1.779296875"
"410879","1.552734375","1.552734375","1.552734375"
"411432","1.638671875","1.638671875","1.638671875"
"411985","1.6875","1.6875","1.6875"
"412538","1.53125","1.53125","1.53125"
"413091","1.6484375","1.6484375","1.6484375"
"413644","1.58984375","1.58984375","1.58984375"
"414197","1.501953125","1.501953125","1.501953125"
"414750","1.548828125","1.548828125","1.548828125"
"415303","1.720703125","1.720703125","1.720703125"
"415856","1.826171875","1.826171875","1.826171875"
"416409","1.671875","1.671875","1.671875"
"416962","1.73046875","1.73046875","1.73046875"
"417515","1.55859375","1.55859375","1.55859375"
"418068","1.61328125","1.61328125","1.61328125"
"418621","1.587890625","1.587890625","1.587890625"
"419174","1.603515625","1.603515625","1.603515625"
"419727","1.67578125","1.67578125","1.67578125"
"420280","1.66796875","1.66796875","1.66796875"
"420833","1.701171875","1.701171875","1.701171875"
"421386","1.6015625","1.6015625","1.6015625"
"421939","1.5546875","1.5546875","1.5546875"
"422492","1.7734375","1.7734375","1.7734375"
"423045","1.5703125","1.5703125","1.5703125"
"423598","1.744140625","1.744140625","1.744140625"
"424151","1.677734375","1.677734375","1.677734375"
"424704","1.556640625","1.556640625","1.556640625"
"425257","1.55859375","1.55859375","1.55859375"
"425810","1.5390625","1.5390625","1.5390625"
"426363","1.564453125","1.564453125","1.564453125"
"426916","1.666015625","1.666015625","1.666015625"
"427469","1.705078125","1.705078125","1.705078125"
"428022","1.583984375","1.583984375","1.583984375"
"428575","1.5703125","1.5703125","1.5703125"
"429128","1.779296875","1.779296875","1.779296875"
"429681","1.68359375","1.68359375","1.68359375"
"430234","1.6640625","1.6640625","1.6640625"
"430787","1.755859375","1.755859375","1.755859375"
"431340","1.57421875","1.57421875","1.57421875"
"431893","1.728515625","1.728515625","1.728515625"
"432446","1.591796875","1.591796875","1.591796875"
"432999","1.626953125","1.626953125","1.626953125"
"433552","1.59765625","1.59765625","1.59765625"
"434105","1.515625","1.515625","1.515625"
"434658","1.708984375","1.708984375","1.708984375"
"435211","1.75","1.75","1.75"
"435764","1.775390625","1.775390625","1.775390625"
"436317","1.75","1.75","1.75"
"436870","1.59375","1.59375","1.59375"
"437423","1.6171875","1.6171875","1.6171875"
"437976","1.650390625","1.650390625","1.650390625"
"438529","1.568359375","1.568359375","1.568359375"
"439082","1.560546875","1.560546875","1.560546875"
"439635","1.712890625","1.712890625","1.712890625"
"440188","1.52734375","1.52734375","1.52734375"
"440741","1.490234375","1.490234375","1.490234375"
"441294","1.6015625","1.6015625","1.6015625"
"441847","1.951171875","1.951171875","1.951171875"
"442400","1.654296875","1.654296875","1.654296875"
"442953","1.638671875","1.638671875","1.638671875"
"443506","1.5625","1.5625","1.5625"
"444059","1.744140625","1.744140625","1.744140625"
"444612","1.68359375","1.68359375","1.68359375"
"445165","1.583984375","1.583984375","1.583984375"
"445718","1.62890625","1.62890625","1.62890625"
"446271","1.60546875","1.60546875","1.60546875"
"446824","1.595703125","1.595703125","1.595703125"
"447377","1.7109375","1.7109375","1.7109375"
"447930","1.61328125","1.61328125","1.61328125"
"448483","1.505859375","1.505859375","1.505859375"
"449036","1.591796875","1.591796875","1.591796875"
"449589","1.53515625","1.53515625","1.53515625"
"450142","1.671875","1.671875","1.671875"
"450695","1.689453125","1.689453125","1.689453125"
"451248","1.53125","1.53125","1.53125"
"451801","1.599609375","1.599609375","1.599609375"
"452354","1.646484375","1.646484375","1.646484375"
"452907","1.5859375","1.5859375","1.5859375"
"453460","1.697265625","1.697265625","1.697265625"
"454013","1.560546875","1.560546875","1.560546875"
"454566","1.791015625","1.791015625","1.791015625"
"455119","1.607421875","1.607421875","1.607421875"
"455672","1.50390625","1.50390625","1.50390625"
"456225","1.599609375","1.599609375","1.599609375"
"456778","1.63671875","1.63671875","1.63671875"
"457331","1.634765625","1.634765625","1.634765625"
"457884","1.6796875","1.6796875","1.6796875"
"458437","1.701171875","1.701171875","1.701171875"
"458990","1.7578125","1.7578125","1.7578125"
"459543","1.64453125","1.64453125","1.64453125"
"460096","1.6171875","1.6171875","1.6171875"
"460649","1.63671875","1.63671875","1.63671875"
"461202","1.49609375","1.49609375","1.49609375"
"461755","1.546875","1.546875","1.546875"
"462308","1.6640625","1.6640625","1.6640625"
"462861","1.642578125","1.642578125","1.642578125"
"463414","1.705078125","1.705078125","1.705078125"
"463967","1.513671875","1.513671875","1.513671875"
"464520","1.583984375","1.583984375","1.583984375"
"465073","1.646484375","1.646484375","1.646484375"
"465626","1.68359375","1.68359375","1.68359375"
"466179","1.6484375","1.6484375","1.6484375"
"466732","1.548828125","1.548828125","1.548828125"
"467285","1.544921875","1.544921875","1.544921875"
"467838","1.578125","1.578125","1.578125"
"468391","1.671875","1.671875","1.671875"
"468944","1.619140625","1.619140625","1.619140625"
"469497","1.751953125","1.751953125","1.751953125"
"470050","1.599609375","1.599609375","1.599609375"
"470603","1.8046875","1.8046875","1.8046875"
"471156","1.724609375","1.724609375","1.724609375"
"471709","1.57421875","1.57421875","1.57421875"
"472262","1.556640625","1.556640625","1.556640625"
"472815","1.53125","1.53125","1.53125"
"473368","1.595703125","1.595703125","1.595703125"
"473921","1.587890625","1.587890625","1.587890625"
"474474","1.634765625","1.634765625","1.634765625"
"475027","1.591796875","1.591796875","1.591796875"
"475580","1.51171875","1.51171875","1.51171875"
"476133","1.767578125","1.767578125","1.767578125"
"476686","1.671875","1.671875","1.671875"
"477239","1.48828125","1.48828125","1.48828125"
"477792","1.5625","1.5625","1.5625"
"478345","1.64453125","1.64453125","1.64453125"
"478898","1.490234375","1.490234375","1.490234375"
"479451","1.623046875","1.623046875","1.623046875"
"480004","1.771484375","1.771484375","1.771484375"
"480557","1.65234375","1.65234375","1.65234375"
"481110","1.763671875","1.763671875","1.763671875"
"481663","1.603515625","1.603515625","1.603515625"
"482216","1.634765625","1.634765625","1.634765625"
"482769","1.703125","1.703125","1.703125"
"483322","1.728515625","1.728515625","1.728515625"
"483875","1.64453125","1.64453125","1.64453125"
"484428","1.7109375","1.7109375","1.7109375"
"484981","1.64453125","1.64453125","1.64453125"
"485534","1.623046875","1.623046875","1.623046875"
"486087","1.62890625","1.62890625","1.62890625"
"486640","1.587890625","1.587890625","1.587890625"
"487193","1.677734375","1.677734375","1.677734375"
"487746","1.6484375","1.6484375","1.6484375"
"488299","1.669921875","1.669921875","1.669921875"
"488852","1.77734375","1.77734375","1.77734375"
"489405","1.63671875","1.63671875","1.63671875"
"489958","1.630859375","1.630859375","1.630859375"
"490511","1.669921875","1.669921875","1.669921875"
"491064","1.62890625","1.62890625","1.62890625"
"491617","1.6953125","1.6953125","1.6953125"
"492170","1.6796875","1.6796875","1.6796875"
"492723","1.712890625","1.712890625","1.712890625"
"493276","1.751953125","1.751953125","1.751953125"
"493829","1.708984375","1.708984375","1.708984375"
"494382","1.666015625","1.666015625","1.666015625"
"494935","1.560546875","1.560546875","1.560546875"
"495488","1.541015625","1.541015625","1.541015625"
"496041","1.634765625","1.634765625","1.634765625"
"496594","1.7109375","1.7109375","1.7109375"
"497147","1.568359375","1.568359375","1.568359375"
"497700","1.68359375","1.68359375","1.68359375"
"498253","1.689453125","1.689453125","1.689453125"
"498806","1.548828125","1.548828125","1.548828125"
"499359","1.662109375","1.662109375","1.662109375"
"499912","1.61328125","1.61328125","1.61328125"
"500465","1.583984375","1.583984375","1.583984375"
"501018","1.8125","1.8125","1.8125"
"501571","1.658203125","1.658203125","1.658203125"
"502124","1.59765625","1.59765625","1.59765625"
"502677","1.6953125","1.6953125","1.6953125"
"503230","1.771484375","1.771484375","1.771484375"
"503783","1.72265625","1.72265625","1.72265625"
"504336","1.662109375","1.662109375","1.662109375"
"504889","1.74609375","1.74609375","1.74609375"
"505442","1.6640625","1.6640625","1.6640625"
"505995","1.669921875","1.669921875","1.669921875"
"506548","1.8671875","1.8671875","1.8671875"
"507101","1.728515625","1.728515625","1.728515625"
"507654","1.64453125","1.64453125","1.64453125"
"508207","1.677734375","1.677734375","1.677734375"
"508760","1.609375","1.609375","1.609375"
"509313","1.744140625","1.744140625","1.744140625"
"509866","1.80859375","1.80859375","1.80859375"
"510419","1.701171875","1.701171875","1.701171875"
"510972","1.62109375","1.62109375","1.62109375"
"511525","1.5625","1.5625","1.5625"
"512078","1.556640625","1.556640625","1.556640625"
"512631","1.646484375","1.646484375","1.646484375"
"513184","1.70703125","1.70703125","1.70703125"
"513737","1.6875","1.6875","1.6875"
"514290","1.64453125","1.64453125","1.64453125"
"514843","1.669921875","1.669921875","1.669921875"
"515396","1.599609375","1.599609375","1.599609375"
"515949","1.75390625","1.75390625","1.75390625"
"516502","1.630859375","1.630859375","1.630859375"
"517055","1.62109375","1.62109375","1.62109375"
"517608","1.662109375","1.662109375","1.662109375"
"518161","1.6953125","1.6953125","1.6953125"
"518714","1.57421875","1.57421875","1.57421875"
"519267","1.625","1.625","1.625"
"519820","1.642578125","1.642578125","1.642578125"
"520373","1.73828125","1.73828125","1.73828125"
"520926","1.734375","1.734375","1.734375"
"521479","1.623046875","1.623046875","1.623046875"
"522032","1.677734375","1.677734375","1.677734375"
"522585","1.6796875","1.6796875","1.6796875"
"523138","1.5078125","1.5078125","1.5078125"
"523691","1.560546875","1.560546875","1.560546875"
"524244","1.666015625","1.666015625","1.666015625"
"524797","1.640625","1.640625","1.640625"
"525350","1.55078125","1.55078125","1.55078125"
"525903","1.548828125","1.548828125","1.548828125"
"526456","1.537109375","1.537109375","1.537109375"
"527009","1.6796875","1.6796875","1.6796875"
"527562","1.64453125","1.64453125","1.64453125"
"528115","1.625","1.625","1.625"
"528668","1.537109375","1.537109375","1.537109375"
"529221","1.61328125","1.61328125","1.61328125"
"529774","1.65625","1.65625","1.65625"
"530327","1.703125","1.703125","1.703125"
"530880","1.560546875","1.560546875","1.560546875"
"531433","1.611328125","1.611328125","1.611328125"
"531986","1.640625","1.640625","1.640625"
"532539","1.638671875","1.638671875","1.638671875"
"533092","1.51953125","1.51953125","1.51953125"
"533645","1.671875","1.671875","1.671875"
"534198","1.587890625","1.587890625","1.587890625"
"534751","1.79296875","1.79296875","1.79296875"
"535304","1.697265625","1.697265625","1.697265625"
"535857","1.6171875","1.6171875","1.6171875"
"536410","1.6796875","1.6796875","1.6796875"
"536963","1.583984375","1.583984375","1.583984375"
"537516","1.7109375","1.7109375","1.7109375"
"538069","1.6640625","1.6640625","1.6640625"
"538622","1.58984375","1.58984375","1.58984375"
"539175","1.625","1.625","1.625"
"539728","1.58984375","1.58984375","1.58984375"
"540281","1.638671875","1.638671875","1.638671875"
"540834","1.71875","1.71875","1.71875"
"541387","1.654296875","1.654296875","1.654296875"
"541940","1.5546875","1.5546875","1.5546875"
"542493","1.623046875","1.623046875","1.623046875"
"543046","1.7890625","1.7890625","1.7890625"
"543599","1.74609375","1.74609375","1.74609375"
"544152","1.62890625","1.62890625","1.62890625"
"544705","1.65234375","1.65234375","1.65234375"
"545258","1.685546875","1.685546875","1.685546875"
"545811","1.69921875","1.69921875","1.69921875"
"546364","1.529296875","1.529296875","1.529296875"
"546917","1.86328125","1.86328125","1.86328125"
"547470","1.712890625","1.712890625","1.712890625"
"548023","1.609375","1.609375","1.609375"
"548576","2.3203125","2.3203125","2.3203125"
"549129","1.7265625","1.7265625","1.7265625"
"549682","1.736328125","1.736328125","1.736328125"
"550235","1.57421875","1.57421875","1.57421875"
"550788","1.791015625","1.791015625","1.791015625"
"551341","1.796875","1.796875","1.796875"
"551894","1.615234375","1.615234375","1.615234375"
"552447","1.673828125","1.673828125","1.673828125"
"553000","1.58203125","1.58203125","1.58203125"
"553553","1.583984375","1.583984375","1.583984375"
"554106","1.7734375","1.7734375","1.7734375"
"554659","1.673828125","1.673828125","1.673828125"
"555212","1.533203125","1.533203125","1.533203125"
"555765","1.529296875","1.529296875","1.529296875"
"556318","1.6328125","1.6328125","1.6328125"
"556871","1.642578125","1.642578125","1.642578125"
"557424","1.748046875","1.748046875","1.748046875"
"557977","1.6328125","1.6328125","1.6328125"
"558530","1.59375","1.59375","1.59375"
"559083","1.59375","1.59375","1.59375"
"559636","1.541015625","1.541015625","1.541015625"
"560189","1.51171875","1.51171875","1.51171875"
"560742","1.763671875","1.763671875","1.763671875"
"561295","1.71484375","1.71484375","1.71484375"
"561848","1.630859375","1.630859375","1.630859375"
"562401","1.84765625","1.84765625","1.84765625"
"562954","1.60546875","1.60546875","1.60546875"
"563507","1.671875","1.671875","1.671875"
"564060","1.69140625","1.69140625","1.69140625"
"564613","1.55078125","1.55078125","1.55078125"
"565166","1.640625","1.640625","1.640625"
"565719","1.69140625","1.69140625","1.69140625"
"566272","1.74609375","1.74609375","1.74609375"
"566825","1.671875","1.671875","1.671875"
"567378","1.548828125","1.548828125","1.548828125"
"567931","1.57421875","1.57421875","1.57421875"
"568484","1.56640625","1.56640625","1.56640625"
"569037","1.67578125","1.67578125","1.67578125"
"569590","1.640625","1.640625","1.640625"
"570143","1.556640625","1.556640625","1.556640625"
"570696","1.50390625","1.50390625","1.50390625"
"571249","1.666015625","1.666015625","1.666015625"
"571802","1.552734375","1.552734375","1.552734375"
"572355","1.552734375","1.552734375","1.552734375"
"572908","1.732421875","1.732421875","1.732421875"
"573461","1.62890625","1.62890625","1.62890625"
"574014","1.65234375","1.65234375","1.65234375"
"574567","1.62109375","1.62109375","1.62109375"
"575120","1.5234375","1.5234375","1.5234375"
"575673","1.564453125","1.564453125","1.564453125"
"576226","1.654296875","1.654296875","1.654296875"
"576779","1.47265625","1.47265625","1.47265625"
"577332","1.6640625","1.6640625","1.6640625"
"577885","1.560546875","1.560546875","1.560546875"
"578438","1.595703125","1.595703125","1.595703125"
"578991","1.619140625","1.619140625","1.619140625"
"579544","1.775390625","1.775390625","1.775390625"
"580097","1.64453125","1.64453125","1.64453125"
"580650","1.634765625","1.634765625","1.634765625"
"581203","1.712890625","1.712890625","1.712890625"
"581756","1.626953125","1.626953125","1.626953125"
"582309","1.67578125","1.67578125","1.67578125"
"582862","1.49609375","1.49609375","1.49609375"
"583415","1.642578125","1.642578125","1.642578125"
"583968","1.765625","1.765625","1.765625"
"584521","1.73828125","1.73828125","1.73828125"
"585074","1.609375","1.609375","1.609375"
"585627","1.576171875","1.576171875","1.576171875"
"586180","1.57421875","1.57421875","1.57421875"
"586733","1.685546875","1.685546875","1.685546875"
"587286","1.6953125","1.6953125","1.6953125"
"587839","1.638671875","1.638671875","1.638671875"
"588392","1.576171875","1.576171875","1.576171875"
"588945","1.869140625","1.869140625","1.869140625"
"589498","1.744140625","1.744140625","1.744140625"
"590051","1.533203125","1.533203125","1.533203125"
"590604","1.58984375","1.58984375","1.58984375"
"591157","1.671875","1.671875","1.671875"
"591710","1.775390625","1.775390625","1.775390625"
"592263","1.71875","1.71875","1.71875"
"592816","1.5703125","1.5703125","1.5703125"
"593369","1.6015625","1.6015625","1.6015625"
"593922","1.720703125","1.720703125","1.720703125"
"594475","1.716796875","1.716796875","1.716796875"
"595028","1.68359375","1.68359375","1.68359375"
"595581","1.517578125","1.517578125","1.517578125"
"596134","1.548828125","1.548828125","1.548828125"
"596687","1.6484375","1.6484375","1.6484375"
"597240","1.6875","1.6875","1.6875"
"597793","1.54296875","1.54296875","1.54296875"
"598346","1.755859375","1.755859375","1.755859375"
"598899","1.62109375","1.62109375","1.62109375"
"599452","1.587890625","1.587890625","1.587890625"
"600005","1.55078125","1.55078125","1.55078125"
"600558","1.529296875","1.529296875","1.529296875"
"601111","1.56640625","1.56640625","1.56640625"
"601664","1.677734375","1.677734375","1.677734375"
"602217","1.58984375","1.58984375","1.58984375"
"602770","1.599609375","1.599609375","1.599609375"
"603323","1.69140625","1.69140625","1.69140625"
"603876","1.6171875","1.6171875","1.6171875"
"604429","1.6796875","1.6796875","1.6796875"
"604982","1.51953125","1.51953125","1.51953125"
"605535","1.630859375","1.630859375","1.630859375"
"606088","1.576171875","1.576171875","1.576171875"
"606641","1.6015625","1.6015625","1.6015625"
"607194","1.66015625","1.66015625","1.66015625"
"607747","1.78125","1.78125","1.78125"
"608300","1.76953125","1.76953125","1.76953125"
"608853","1.755859375","1.755859375","1.755859375"
"609406","1.619140625","1.619140625","1.619140625"
"609959","1.669921875","1.669921875","1.669921875"
"610512","1.546875","1.546875","1.546875"
"611065","1.69921875","1.69921875","1.69921875"
"611618","1.626953125","1.626953125","1.626953125"
"612171","1.662109375","1.662109375","1.662109375"
"612724","1.509765625","1.509765625","1.509765625"
"613277","1.79296875","1.79296875","1.79296875"
"613830","1.5390625","1.5390625","1.5390625"
"614383","1.546875","1.546875","1.546875"
"614936","1.76171875","1.76171875","1.76171875"
"615489","1.60546875","1.60546875","1.60546875"
"616042","1.662109375","1.662109375","1.662109375"
"616595","1.642578125","1.642578125","1.642578125"
"617148","1.666015625","1.666015625","1.666015625"
"617701","1.7109375","1.7109375","1.7109375"
"618254","1.609375","1.609375","1.609375"
"618807","1.630859375","1.630859375","1.630859375"
"619360","1.6875","1.6875","1.6875"
"619913","1.734375","1.734375","1.734375"
"620466","1.572265625","1.572265625","1.572265625"
"621019","1.744140625","1.744140625","1.744140625"
"621572","1.580078125","1.580078125","1.580078125"
"622125","1.541015625","1.541015625","1.541015625"
"622678","1.5546875","1.5546875","1.5546875"
"623231","1.67578125","1.67578125","1.67578125"
"623784","1.724609375","1.724609375","1.724609375"
"624337","1.58984375","1.58984375","1.58984375"
"624890","1.63671875","1.63671875","1.63671875"
"625443","1.75390625","1.75390625","1.75390625"
"625996","1.59375","1.59375","1.59375"
"626549","1.568359375","1.568359375","1.568359375"
"627102","1.751953125","1.751953125","1.751953125"
"627655","1.69140625","1.69140625","1.69140625"
"628208","1.6328125","1.6328125","1.6328125"
"628761","1.69921875","1.69921875","1.69921875"
"629314","1.7734375","1.7734375","1.7734375"
"629867","1.732421875","1.732421875","1.732421875"
"630420","1.697265625","1.697265625","1.697265625"
"630973","1.619140625","1.619140625","1.619140625"
"631526","1.662109375","1.662109375","1.662109375"
"632079","1.74609375","1.74609375","1.74609375"
"632632","1.58203125","1.58203125","1.58203125"
"633185","1.44921875","1.44921875","1.44921875"
"633738","1.625","1.625","1.625"
"634291","1.607421875","1.607421875","1.607421875"
"634844","1.607421875","1.607421875","1.607421875"
"635397","1.833984375","1.833984375","1.833984375"
"635950","1.6484375","1.6484375","1.6484375"
"636503","1.6953125","1.6953125","1.6953125"
"637056","1.583984375","1.583984375","1.583984375"
"637609","1.638671875","1.638671875","1.638671875"
"638162","1.63671875","1.63671875","1.63671875"
"638715","1.74609375","1.74609375","1.74609375"
"639268","1.5","1.5","1.5"
"639821","1.677734375","1.677734375","1.677734375"
"640374","1.572265625","1.572265625","1.572265625"
"640927","1.580078125","1.580078125","1.580078125"
"641480","1.48828125","1.48828125","1.48828125"
"642033","1.5234375","1.5234375","1.5234375"
"642586","1.603515625","1.603515625","1.603515625"
"643139","1.734375","1.734375","1.734375"
"643692","1.705078125","1.705078125","1.705078125"
"644245","1.65625","1.65625","1.65625"
"644798","1.75","1.75","1.75"
"645351","1.62109375","1.62109375","1.62109375"
"645904","1.611328125","1.611328125","1.611328125"
"646457","1.537109375","1.537109375","1.537109375"
"647010","1.580078125","1.580078125","1.580078125"
"647563","1.51953125","1.51953125","1.51953125"
"648116","1.59765625","1.59765625","1.59765625"
"648669","1.6015625","1.6015625","1.6015625"
"649222","1.6640625","1.6640625","1.6640625"
"649775","1.744140625","1.744140625","1.744140625"
"650328","1.671875","1.671875","1.671875"
"650881","1.6328125","1.6328125","1.6328125"
"651434","1.591796875","1.591796875","1.591796875"
"651987","1.65234375","1.65234375","1.65234375"
"652540","1.572265625","1.572265625","1.572265625"
"653093","1.513671875","1.513671875","1.513671875"
"653646","1.63671875","1.63671875","1.63671875"
"654199","1.59375","1.59375","1.59375"
"654752","1.580078125","1.580078125","1.580078125"
"655305","1.724609375","1.724609375","1.724609375"
"655858","1.677734375","1.677734375","1.677734375"
"656411","1.89453125","1.89453125","1.89453125"
